SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
2889,2,3,Suburb,1997,312633.63762685994
2527,2,3,Urban,2005,321468.598506194
1964,5,1,Urban,1961,267175.5343526961
1060,2,3,Suburb,1974,169940.95035538176
2409,4,3,Urban,1969,320958.6942076519
2607,5,2,Suburb,1990,291038.2140676421
1588,4,2,Urban,2001,227434.1096786481
1162,5,1,Suburb,2003,115099.79769620294
1903,5,3,Suburb,2003,322050.3667023748
2726,5,3,Urban,1979,342396.9593139264
2467,5,3,Rural,1987,281213.170719078
2082,5,3,Suburb,1964,193790.6164371036
1879,5,2,Urban,1995,230375.95310884604
2644,4,1,Rural,1956,278170.60104027
2177,5,1,Rural,1986,185530.3559411385
1287,5,1,Rural,1955,174300.57413877925
2320,3,2,Urban,1962,227814.74535401465
2616,4,3,Rural,1952,303613.6047094649
2367,3,3,Urban,1963,278920.38316261803
2680,3,3,Urban,1996,208231.3275694752
1637,4,2,Suburb,1954,90683.77769493755
1798,4,1,Rural,1986,246863.96627318588
1388,3,1,Suburb,1962,191720.2428592865
1879,3,1,Urban,1971,217457.87400692157
1969,2,2,Suburb,2001,139395.51745926696
2365,2,3,Suburb,2006,174715.85574304545
1695,5,2,Rural,2007,226555.3488088585
2816,5,2,Rural,1958,306286.0037515194
2948,4,3,Urban,1962,289981.0299029645
1403,2,3,Urban,1957,202640.22070869908
2102,5,3,Urban,2020,187396.6260526185
1568,2,2,Rural,2015,122681.23177418954
1081,3,2,Urban,1952,144095.2741278875
2092,4,3,Urban,1994,214136.78441136135
1793,4,2,Rural,1952,238703.61932186555
2079,4,3,Urban,1955,187956.4279706937
1245,4,3,Urban,2016,151767.89315499496
1681,4,3,Rural,1957,233796.13206302735
1566,4,3,Rural,1999,179760.97162277883
1678,5,2,Urban,1989,177962.76008164135
2679,5,3,Urban,1965,346336.1200281468
1374,2,1,Suburb,1969,144753.64372091598
2090,2,1,Urban,2009,189986.56918083856
2115,4,3,Rural,1968,342494.78955302207
2055,2,3,Suburb,1983,217261.64883921517
2420,4,3,Suburb,1963,247729.3784061361
1190,4,1,Rural,1974,179489.93149954698
2994,2,1,Suburb,2015,346630.7951156305
2263,3,2,Rural,2019,201321.59878177496
2924,3,2,Suburb,1971,275826.97784967866
2187,5,3,Urban,2021,292337.8737451793
2409,5,1,Rural,1979,286223.4395788689
2390,4,1,Rural,2016,270898.88627638377
2193,3,2,Urban,1962,299178.02881857613
2488,5,2,Suburb,1953,268925.6033051253
1508,2,2,Urban,1997,288730.6627428511
1899,2,1,Urban,1984,168605.88851595967
1687,2,2,Urban,2014,214479.08152392192
2557,4,2,Suburb,1964,312645.68657358474
1200,3,2,Suburb,2014,103547.17147324375
2359,5,2,Urban,1952,331472.81735592993
1424,2,3,Suburb,1958,159943.7447823619
1000,5,1,Urban,1976,193218.5708924558
2418,2,3,Suburb,1976,216415.2573892131
2891,5,3,Urban,1963,303936.4085103629
2980,5,3,Suburb,1985,392325.1928640303
1485,2,3,Suburb,2007,173426.11964241337
1964,2,3,Rural,1965,152505.87931425328
2692,2,3,Urban,1989,292207.76961952983
2435,2,1,Rural,2013,341512.9704186616
2093,3,2,Urban,1982,202304.6220687664
2406,5,3,Suburb,1974,279605.3203963381
2325,4,1,Suburb,2013,172998.36776020064
1233,3,1,Suburb,1985,183442.72844063092
2925,5,2,Suburb,1992,261733.9693492456
2601,2,2,Rural,1964,262590.6279284565
2034,4,1,Suburb,1995,205108.40479995872
2316,5,1,Suburb,2021,191965.478917244
2335,4,1,Urban,1950,259007.46783587063
2183,2,3,Suburb,2004,243629.99268186276
2306,3,1,Suburb,1994,272638.6572148157
1342,5,3,Urban,2007,138587.26848507847
1325,2,3,Urban,2004,150265.8027093718
2923,2,3,Urban,1975,261233.29098732155
1288,2,3,Suburb,1951,117358.66589266284
2138,4,3,Suburb,2002,232829.93825884652
2453,2,1,Suburb,1970,192999.3053526797
1651,4,3,Suburb,2002,245335.9093688153
2451,4,1,Urban,1953,218735.37448376397
2131,4,1,Rural,1955,186372.2668743253
1178,3,3,Suburb,2021,155185.5266361416
1776,3,1,Urban,1964,125553.38134667996
2666,3,1,Suburb,1985,170069.56402209506
1018,3,2,Rural,1991,133326.79028088134
2900,4,2,Suburb,1978,377971.3691742898
2237,4,3,Rural,1980,244489.62712870364
1414,3,1,Urban,1998,144906.1837071484
2757,5,1,Suburb,1983,296494.37010478094
1785,3,3,Urban,1985,292119.15012620355
2408,3,3,Urban,2007,355995.9813792964
2367,2,3,Rural,2020,342694.3257104975
1034,5,3,Rural,1982,240422.83490955195
1293,2,2,Urban,1961,88796.79697513179
1961,4,1,Suburb,1950,249426.419708866
1515,3,2,Suburb,1952,226661.46728172377
1747,4,1,Rural,2000,187838.7454941537
1235,3,2,Rural,2012,-19871.251145635964
2721,3,1,Rural,1989,256714.8984071457
1616,5,2,Rural,2012,215220.97492192395
2601,2,2,Urban,1975,297986.0177875241
1878,3,1,Urban,2009,171547.1973187597
2562,5,1,Urban,1979,218551.642705916
2387,5,1,Rural,2021,250431.39192197635
1266,4,1,Suburb,1951,203678.13499641983
1161,5,1,Rural,1963,220777.6613745971
1956,4,1,Rural,1993,161662.1931912784
1461,2,3,Suburb,2011,237678.50971126487
1473,2,2,Suburb,1954,162886.2423346601
1911,2,3,Suburb,1959,228521.6646946733
1144,3,2,Suburb,2002,109574.0601567257
2473,3,1,Urban,2010,268085.2168169636
2171,2,3,Suburb,2019,247975.8686615285
1306,3,2,Urban,2007,89905.09863729727
2301,2,2,Urban,2005,239310.2389088148
1870,5,3,Urban,1975,174244.42693720007
1769,2,3,Urban,2013,85362.94847703465
1563,2,3,Rural,1971,155622.29888764152
2911,3,1,Urban,1962,244864.3357507086
1597,4,3,Urban,1989,213593.7664371946
2066,3,3,Urban,1987,166007.12690173485
2084,5,1,Urban,2007,162429.97412616608
1193,4,3,Urban,1989,164753.11127469133
1937,4,3,Suburb,1978,239518.38960573188
1718,3,3,Suburb,2015,273966.5937223025
1951,5,3,Rural,1988,214594.01072179235
1924,2,1,Rural,1972,268956.4317683561
1260,5,2,Rural,1975,183244.1049381644
1079,3,3,Rural,1994,119527.03563924036
2341,5,1,Urban,2000,315538.5442591547
1415,3,3,Rural,2017,167081.88569425655
2357,2,2,Suburb,1977,203911.096911263
2621,4,1,Suburb,2006,294309.2662858392
2747,3,3,Suburb,1998,318241.37885511573
2769,2,1,Rural,1970,302755.70644144376
2210,3,1,Suburb,1991,273904.0056988332
1067,5,3,Urban,1952,158226.116137376
2708,5,3,Suburb,1993,293454.9811154181
2656,3,3,Suburb,1985,351655.9716720587
1386,4,3,Suburb,1952,182809.2358971228
2971,5,2,Rural,2014,357711.1816908057
1279,3,2,Urban,1953,162425.0181446667
2315,2,1,Rural,1962,279094.02727804414
2452,3,1,Suburb,1981,322660.3459750208
1928,2,3,Urban,1963,282399.4456710294
2205,3,2,Suburb,1950,330607.7401571218
2607,2,3,Urban,1972,165073.18064004945
1817,3,2,Suburb,1994,174619.30546804672
1671,4,2,Urban,2007,170862.11247636963
2225,2,3,Rural,1976,290244.66086072737
1524,4,2,Rural,1990,131521.37966927188
1100,5,3,Suburb,1997,75583.51399470243
2820,4,1,Urban,2003,362746.45072992274
2462,5,1,Suburb,2021,284645.2485988126
2734,4,1,Suburb,1977,298398.6098182558
1039,3,3,Urban,1978,139181.3345953062
1562,2,2,Suburb,1993,152606.40956800827
2947,3,1,Suburb,2013,348409.85902058764
1441,3,3,Suburb,1957,192381.49320731664
1373,5,3,Rural,2008,132497.99060398125
2054,3,2,Urban,1950,174773.94123868027
2914,5,3,Suburb,2005,274684.58239249384
1074,5,3,Urban,1993,160486.90097908332
2098,4,2,Suburb,1993,186298.3318424992
2200,2,2,Urban,1953,284168.7154221651
1648,2,3,Rural,1997,228590.39782608865
2606,2,1,Rural,2011,267372.8443201157
2508,3,3,Urban,1984,253009.02107569767
1306,5,1,Rural,1983,164706.93359263227
1396,5,2,Urban,1966,185577.08980037467
1651,2,3,Suburb,1965,253290.7961903715
1982,2,1,Rural,1964,240167.71755617723
2900,2,2,Suburb,2005,222387.51701015903
1127,2,2,Suburb,1969,148147.48254780393
2540,3,1,Urban,1983,174174.07819550647
1920,5,1,Suburb,1985,204120.51617873675
2325,5,3,Suburb,2011,291727.91921550746
1974,4,1,Suburb,1972,154061.75194611272
2497,2,3,Suburb,2005,250702.42664012915
1992,4,3,Urban,1988,247807.48614239832
2912,5,3,Rural,1979,291759.3050524099
1941,3,3,Urban,1978,234998.1806989568
1466,2,1,Urban,1989,262259.38928593544
1434,3,3,Urban,1990,149365.78618569838
2423,3,3,Rural,2009,240955.99448889733
1797,2,2,Rural,1963,162432.1023587257
2194,4,1,Urban,2019,301852.59696979664
1541,5,3,Suburb,2007,177641.38605393813
2020,5,2,Suburb,2013,221331.52497097896
1633,3,2,Urban,1968,194156.8897835437
2661,2,2,Urban,1994,290950.27900851856
1249,5,1,Suburb,2011,263033.1509167942
1159,4,1,Suburb,2016,41893.49962059864
1597,3,2,Urban,1958,238500.82885186863
2092,3,2,Urban,1963,261685.3283235679
2781,2,1,Suburb,1959,303105.48908660375
1179,5,3,Suburb,1984,217699.87135678885
2777,2,2,Suburb,1951,253287.2507135044
1821,2,3,Suburb,1991,251756.51961648764
1879,4,1,Suburb,2008,263272.58060602273
2459,3,1,Rural,2005,268616.66675306903
1690,5,3,Rural,2000,230193.9211311296
2485,4,1,Suburb,1961,158708.51863198337
2789,3,3,Urban,2001,361841.4288104735
2949,3,2,Suburb,1969,327295.00161481125
2873,3,3,Urban,2018,313765.12543784425
2349,2,2,Suburb,1996,281507.7449630544
2883,2,1,Urban,2017,278588.8759639447
2413,4,3,Suburb,1966,278984.0514850446
1864,5,3,Rural,1996,187474.08699133835
1495,5,2,Rural,2002,146156.50520674483
1175,2,1,Rural,2017,98461.38818063495
2934,3,2,Suburb,1986,392038.2971469336
1389,2,1,Suburb,1955,169312.49524263147
1441,4,1,Urban,2003,146435.49356386805
2532,4,3,Rural,1977,354171.2361605187
2948,3,2,Rural,1993,321357.551871354
1078,2,1,Urban,1975,85316.12472905197
1460,4,2,Suburb,2009,200886.62459328343
2787,3,3,Suburb,2012,359698.53566822794
2272,4,2,Urban,2012,309020.85220331326
1498,3,1,Urban,2019,230906.52027434975
2302,5,2,Urban,1961,277232.67371347145
2464,5,3,Suburb,1957,288689.37707381794
2321,5,2,Suburb,1987,195524.5031739056
1381,2,2,Urban,2005,117791.78261879364
2481,4,1,Suburb,1993,183792.5610593994
2652,5,1,Urban,2003,316818.2277168856
2687,2,1,Suburb,1981,177049.01532201536
1651,3,3,Suburb,1996,200998.2191556917
2433,5,3,Urban,1985,221513.4583150833
1250,2,3,Rural,1971,149365.7909525583
1398,3,2,Rural,2001,175551.50958602008
1689,4,1,Suburb,2007,193520.79988954685
1248,4,1,Rural,1964,109327.26968615834
1494,4,1,Rural,2004,144948.4182867427
1245,5,3,Suburb,1950,167493.95631306578
1584,2,2,Suburb,2017,200020.70865994267
2008,5,2,Urban,1999,162594.55090548645
1245,4,1,Suburb,2021,119857.3905842438
2925,3,3,Urban,1962,328750.4820054318
1919,3,3,Urban,2020,152615.71809864126
2874,2,1,Urban,2019,243863.00400170765
2009,3,1,Suburb,1953,234225.1217322112
1734,2,3,Suburb,1986,161882.86931140872
1920,5,2,Suburb,1957,150738.6079916227
1119,3,2,Suburb,1954,182781.58136240407
2194,5,2,Suburb,1952,285006.17634563503
1761,4,2,Rural,1997,236474.39415610785
2091,2,2,Urban,1982,324874.3528482128
2781,4,1,Rural,2014,302664.29163595475
1152,4,2,Suburb,1950,94657.04313443675
1368,4,3,Suburb,1998,215835.26127878836
1719,5,1,Rural,1987,204106.96402718563
2364,5,2,Rural,1989,223513.2052166377
2592,3,3,Suburb,1986,241897.39709915375
2931,4,2,Urban,1953,264775.120494385
1063,2,1,Rural,2018,34047.264451814
1923,4,3,Rural,1979,321765.59250655747
1537,3,3,Rural,1982,210804.37736035063
1479,3,3,Suburb,1969,208937.9066435545
2010,5,3,Suburb,2021,283113.6646883262
2327,3,1,Rural,1980,364573.5262836271
2887,5,3,Suburb,2009,313422.62440134253
1016,5,3,Rural,1985,82544.53077827016
2732,5,3,Urban,1975,339867.8352477624
2056,2,3,Rural,1986,276131.07280450285
2265,2,2,Rural,1972,263885.0754237674
2982,2,3,Suburb,2020,391077.7421749349
1576,5,2,Rural,2012,174954.61915813966
1775,3,3,Suburb,1989,245595.9581861315
2280,3,2,Suburb,1961,240908.30854159864
2196,4,1,Suburb,1976,242559.73045788045
1377,2,3,Rural,1950,202481.9093997947
1745,4,2,Urban,1988,211569.00296505343
1693,5,1,Rural,1985,174345.8794248334
1712,3,2,Rural,1988,267445.9987883258
1362,3,2,Rural,2012,175999.2358602179
1496,2,2,Urban,1969,223028.8378232001
2660,4,3,Rural,2001,230476.3691198704
2432,3,2,Rural,1994,279645.17226780934
1857,2,2,Suburb,2012,198515.54596207011
1565,5,3,Rural,1957,149848.61640852437
2701,5,1,Urban,1961,327645.1460388715
2262,2,1,Rural,1998,118308.41917492871
1108,3,3,Suburb,1955,193302.09086768117
2649,3,3,Rural,1980,282312.8285984129
1774,5,1,Urban,1983,147301.07815871752
2238,3,1,Urban,1957,233628.5080309104
1444,4,3,Suburb,1986,159431.27032899178
2346,2,3,Rural,1966,190690.4600664024
2545,5,1,Urban,1995,289049.8526657636
1794,2,3,Urban,1961,122812.08620824156
2551,5,1,Suburb,2017,271546.4815921235
2721,4,1,Urban,2016,311326.54864065105
1350,5,1,Urban,1951,67831.69266818948
1757,2,1,Rural,1987,310464.7200191902
1533,3,1,Suburb,2009,202501.09811359603
2169,4,1,Suburb,2020,240932.7114019804
2396,2,2,Rural,1954,170997.2336765725
2023,2,3,Rural,1963,210845.22231438503
2243,3,3,Rural,1961,222055.76170668245
1043,3,2,Suburb,1986,154394.63683173215
2320,3,2,Rural,2002,209461.28446927248
1373,4,2,Rural,2016,200539.9895217149
2311,5,2,Rural,1956,305474.8656206039
1199,4,2,Urban,1956,95219.22671564751
2702,2,3,Rural,2020,319839.2558016902
1197,2,1,Rural,1993,100805.70607661504
2178,5,3,Urban,2003,267670.88694683503
2886,2,3,Urban,1970,294484.1930357639
2197,4,1,Suburb,2008,256208.45889936856
2974,2,3,Urban,1961,347204.5165056463
2407,2,3,Urban,2012,275723.62411105976
2014,4,3,Rural,1950,124352.7440615304
1988,3,3,Urban,2015,218206.85823567025
2116,2,3,Urban,2020,246268.2279596805
1174,5,2,Suburb,1962,106386.4395080312
2225,5,1,Urban,1956,235426.58452980133
1362,5,1,Rural,1988,144986.9272122501
1255,4,2,Suburb,1994,205619.636869078
2751,4,2,Urban,2003,362263.0142255926
1199,2,1,Rural,1950,93343.74687720597
2358,3,1,Rural,1998,235463.1077450972
2670,3,2,Rural,2019,349011.3786443325
1771,4,1,Urban,1952,154816.91733835335
1454,2,1,Urban,1965,194743.6424018549
1493,5,3,Suburb,2012,149546.59653504143
1200,3,2,Rural,1992,126356.0502933517
2027,5,1,Rural,1960,250922.9042517313
1370,5,2,Urban,1986,196970.3342001773
1992,5,1,Rural,1973,240050.4959834057
1324,5,1,Suburb,2012,90698.52395773843
2683,5,3,Urban,1988,341714.225993802
1924,5,1,Suburb,2019,160862.18036372575
1871,3,3,Urban,2012,193623.9380847358
1215,2,2,Urban,1986,178507.8785476737
1353,5,2,Urban,1980,212333.27433329343
2107,4,1,Urban,2001,268897.9837037878
2782,5,1,Rural,2000,342897.6072968777
1461,4,1,Rural,1982,118562.09721959106
2577,3,2,Urban,1984,310275.33043050696
1244,2,3,Rural,2000,128030.48738633584
1857,5,3,Urban,2014,208449.8247259548
1092,4,1,Suburb,2001,98937.2191024101
2413,2,2,Rural,1979,252404.85387390963
2628,2,3,Suburb,1979,245352.91783896097
2213,2,3,Suburb,2020,172116.09361991633
2360,4,2,Urban,2004,255126.7879793354
2358,5,1,Suburb,1990,276729.5247093755
2705,5,1,Urban,1979,332612.35371961497
2476,5,1,Suburb,1966,303073.68018454267
1968,3,1,Urban,1954,144025.25569585845
1491,5,3,Rural,2021,203129.93845698924
1205,2,1,Urban,1996,180760.867453112
1549,5,1,Urban,2000,191251.96592647265
2479,4,1,Rural,1968,302734.7762683316
1128,2,1,Suburb,1957,132984.0523563523
2663,2,3,Suburb,1993,283301.9362070697
2854,3,1,Urban,1973,306391.6257956058
1443,5,3,Rural,1979,216714.47351703103
2842,2,3,Urban,1996,297572.854816767
1588,4,2,Urban,1979,171024.49705638504
2296,4,2,Rural,1958,305024.12376293296
1848,3,3,Rural,1989,166035.41942963563
2129,2,3,Suburb,2010,202895.6371671309
2615,4,3,Rural,1968,356040.1431184247
2735,4,1,Rural,2009,325444.38801419456
1898,5,2,Rural,1998,240084.063408502
2399,2,1,Rural,2015,194476.26909052156
1248,3,3,Rural,2021,119233.23509205766
2930,5,3,Urban,1974,309393.5732062528
2733,2,2,Rural,1958,328400.33380444045
1511,5,1,Suburb,2017,200411.5152354269
1256,3,1,Rural,1994,113861.6250364952
2277,4,2,Urban,1970,318109.4831501588
1307,2,3,Urban,1983,162940.06530718345
2850,5,3,Suburb,1997,348967.9234368802
2713,4,1,Suburb,1995,312965.7593506077
1684,5,3,Suburb,1996,209389.62114715183
1367,5,2,Urban,1978,141481.0397125164
2647,4,3,Rural,1972,241828.74670429388
1272,4,2,Urban,1999,157517.30861550814
2536,4,2,Suburb,2000,245602.1693609951
2075,5,2,Urban,1979,205910.36569650276
2378,3,2,Rural,2012,273121.6699215593
1382,3,1,Suburb,1959,118001.14326749076
1945,4,3,Rural,1962,198487.88890365107
2623,2,1,Urban,1978,265097.9356224622
2175,2,3,Urban,1987,257452.86042012591
1060,5,3,Urban,1978,62031.2127833508
2962,4,1,Rural,1994,348104.50024631445
1308,3,3,Rural,1966,90736.74476879998
1984,2,2,Urban,1990,153931.18706477602
2735,5,1,Rural,2003,295674.9910829182
2919,4,2,Urban,1994,273535.9778252332
2901,5,1,Suburb,2015,357084.86213091767
1782,4,2,Rural,1956,188911.58436478823
2242,3,2,Urban,1984,263359.8972715087
1863,3,2,Suburb,1979,198155.56584515068
1316,3,2,Rural,1988,88602.12585112642
1491,3,3,Rural,1971,162266.48915132027
1482,4,1,Urban,2013,180659.86917577824
2698,2,3,Urban,1987,313004.49475807504
1068,5,3,Rural,2010,97629.4787969875
1595,5,2,Suburb,2001,164076.1081701354
2482,4,1,Rural,1962,331325.7041119674
1076,3,1,Rural,1988,23703.073568654683
2900,5,2,Rural,2016,277277.4077434874
1858,4,3,Rural,1957,275911.50160127913
1795,5,2,Urban,1967,233474.3624761156
2114,3,2,Urban,1993,244990.18920941016
1534,4,3,Rural,1978,197228.6040032922
1154,2,3,Rural,1954,142252.26274501169
1410,4,1,Rural,1962,98926.6125408647
1803,3,3,Suburb,1974,213932.09302241888
1535,4,1,Rural,1992,207128.84889377927
2531,2,3,Suburb,1975,246225.884069772
1356,4,3,Suburb,2019,144987.37996563932
2861,2,3,Urban,2008,304389.7911672957
2667,5,1,Rural,1951,241628.3140285313
1326,5,1,Suburb,1984,106796.87588416292
2877,5,2,Suburb,1965,358522.27403164934
1030,5,1,Suburb,1971,197985.96030747425
2326,3,3,Suburb,1991,263135.9366189295
1687,3,2,Rural,1983,183971.32113442893
1023,3,1,Urban,1994,120787.33854876545
1009,4,2,Suburb,2014,175135.71926961935
2645,5,2,Urban,2016,333776.5510808912
2416,4,3,Rural,1971,215724.19497451396
2810,4,2,Urban,2019,359994.28001408186
2417,2,2,Urban,1967,236376.1270030011
2621,5,1,Urban,2013,366518.70177895593
2049,4,1,Urban,1973,298997.00641476
1944,2,2,Urban,2020,170315.99719872762
2689,5,2,Urban,1975,286286.0356880221
2418,5,1,Suburb,2015,290868.6345656773
2819,3,1,Suburb,1954,318442.47275906266
1596,4,3,Suburb,1962,271107.0744131815
1071,3,2,Rural,2006,104438.16109320444
2686,2,2,Rural,1981,257091.20019088185
1993,2,3,Suburb,1986,159939.58843904495
2081,3,1,Rural,1969,266445.0244732576
1996,5,2,Rural,1996,223161.73381248984
1029,2,3,Suburb,1968,225105.76280242333
1158,2,2,Suburb,1966,186171.916220188
2643,2,2,Urban,1971,237694.07829726627
1835,2,2,Rural,1976,337327.046213647
1228,5,1,Suburb,1989,145137.4890465646
2618,3,1,Rural,1961,313409.47543870384
1615,5,3,Urban,2007,182760.96602736163
1758,5,1,Urban,1955,179148.85704110304
2384,5,3,Rural,1986,294412.50394280464
1550,3,1,Suburb,1995,103902.48871725558
2229,5,1,Urban,1963,267982.33549622307
2374,3,1,Suburb,1978,239817.99466896872
1279,5,3,Urban,1975,124101.22394099632
1684,3,3,Rural,1957,84384.97750250429
1882,2,3,Suburb,2017,189412.7985952632
2461,3,3,Rural,1957,165641.14299556403
1017,4,2,Rural,2018,68190.08774386728
2922,2,3,Rural,1996,311867.590506265
1822,5,1,Rural,1992,163920.25280260478
2678,4,2,Urban,1994,268663.8953321359
1920,5,3,Suburb,1987,243162.84455165983
1260,4,2,Suburb,1972,168448.92044710796
1622,4,3,Suburb,2000,159489.56714414863
2446,5,3,Urban,2013,300210.95623574447
2606,3,1,Urban,2007,238563.53350940684
2404,4,3,Urban,1950,326862.3554856597
1443,5,1,Suburb,1988,228630.9527618986
1212,3,3,Rural,1978,246462.4086055109
2200,2,2,Suburb,2001,304745.4985824882
1867,5,2,Rural,1988,162531.1079777178
1364,5,2,Urban,2006,148453.28817879478
2098,5,1,Rural,1966,239364.9880543388
1782,5,3,Urban,1975,160437.7258316406
2140,4,2,Suburb,1985,214890.37694932005
1524,5,3,Urban,1992,166024.03379150445
2288,2,3,Suburb,1983,225496.061571298
2406,3,2,Suburb,1957,314357.70321132086
1892,2,2,Urban,2006,185393.1558613573
2799,4,1,Rural,2017,298891.0325010249
2312,3,1,Urban,1955,224454.1764494377
1278,3,3,Rural,1966,193415.6957708006
1199,5,1,Rural,1969,85188.06635684725
1352,4,1,Suburb,1951,99425.12370950286
2570,3,2,Rural,1972,338461.52510364604
1666,5,3,Rural,2015,88284.47554893701
2645,4,3,Rural,2020,308576.0070130674
2949,4,2,Rural,1987,356602.46548347134
1408,2,3,Rural,1982,125939.58811023623
2041,4,1,Rural,1959,165731.79680579403
1312,2,2,Suburb,2009,158456.78101155415
1079,2,2,Urban,1978,114316.72302823796
2253,4,1,Rural,1962,228466.82702552184
2495,5,1,Urban,1987,328702.8347369156
2295,3,3,Urban,2020,243318.066239924
2820,5,3,Urban,1986,355183.6022314014
1330,2,3,Suburb,1955,153317.31578928014
1921,2,3,Rural,1955,182252.16338139228
1871,3,1,Suburb,2016,165245.00856280365
2247,5,1,Suburb,2021,209814.14769847068
2085,3,2,Suburb,1999,259587.39999047192
2818,3,2,Rural,2021,331150.0915561644
1120,2,2,Urban,2019,160893.5520306037
1779,3,1,Suburb,1992,223150.57880027528
2500,2,2,Rural,1968,249771.23052577465
1973,3,1,Suburb,1985,218965.9636829585
2529,5,1,Suburb,2004,287706.2502108092
1488,3,1,Urban,2009,178557.68087933422
1603,4,1,Urban,1960,262914.92797365086
1330,5,2,Suburb,1988,302370.68045519426
1112,3,3,Rural,1969,194042.85291178877
2271,3,3,Urban,1976,255106.5811466052
2272,5,3,Suburb,1976,335789.5214443526
1375,4,3,Rural,2007,104943.87420083498
2525,5,3,Suburb,1992,309765.4533714632
2805,2,2,Suburb,1977,319863.85886859265
2619,3,2,Urban,1950,254887.5858409593
1919,4,1,Rural,1960,259042.06696355584
2388,3,3,Rural,1991,276651.41046524263
1649,5,1,Rural,2002,274724.3626908343
2447,4,1,Suburb,2007,192342.0613743856
2136,2,3,Suburb,1957,296945.05009497824
2542,4,1,Suburb,2007,283279.316954596
1068,3,3,Rural,1961,206793.5294568602
2628,3,1,Rural,2010,200926.92065664183
1890,3,1,Suburb,1980,208201.87523446287
2397,3,2,Suburb,1987,292032.8227798783
1975,3,3,Urban,1981,267578.3954720715
2176,3,2,Urban,1971,228323.80884516405
1728,2,2,Urban,1978,199032.1421895705
1418,5,2,Urban,1971,227278.97317500325
1592,3,2,Urban,1983,205481.6844144193
2759,3,1,Rural,1967,354966.3321361004
2435,2,2,Suburb,1971,344858.6289909816
2827,5,1,Suburb,1968,266097.74062626634
1021,2,3,Urban,1956,110941.8019673705
2061,3,3,Urban,1976,163983.3103585319
1444,2,1,Urban,1994,89544.78912506822
1614,3,3,Suburb,2012,209068.1148610275
2346,2,2,Urban,2014,266822.9598630974
1618,5,3,Urban,1977,148354.7579765559
2068,2,3,Rural,2016,184573.2223566688
2364,2,3,Suburb,2014,284936.76591792254
1213,3,3,Urban,1968,40307.1884703116
1279,4,2,Suburb,2016,195793.2750884504
1494,5,2,Rural,1970,171626.8601723567
1684,4,3,Suburb,2006,79417.91467388047
2082,4,1,Urban,1985,263731.97165937186
2142,2,1,Urban,1977,158358.85714507627
1219,5,3,Urban,1971,121411.56039484718
2125,4,1,Suburb,2008,202711.24752874937
2717,3,3,Suburb,2012,251786.9372269711
2530,2,1,Suburb,2011,254479.48240119743
2207,4,1,Rural,1976,191793.80490800424
1336,2,2,Urban,1981,101643.65618671388
1111,3,1,Suburb,1998,73154.74894498137
1460,2,3,Urban,2006,170841.68115873184
1758,2,2,Urban,2009,208691.228331355
2016,4,1,Urban,1975,206469.54366328844
2570,2,3,Suburb,1954,299974.12437935657
1164,5,3,Urban,1994,195067.5110262843
1341,5,2,Suburb,2017,154048.06925831694
1110,5,3,Urban,2004,139586.45927294722
2913,2,1,Rural,2012,250954.9243294373
1412,3,1,Suburb,1990,149130.08966753018
2171,3,2,Suburb,2008,267397.09275228344
2533,4,3,Suburb,2004,314516.6129790323
1886,4,2,Rural,1960,126051.51888437284
2320,5,2,Urban,1973,285146.26464255154
2345,3,1,Urban,2010,226176.24815361568
1661,4,2,Suburb,1987,274555.58230088814
2502,4,1,Suburb,2021,277092.2261785577
1257,4,1,Urban,1998,10094.569663554488
2889,3,2,Rural,1975,331119.17147197423
1499,3,1,Suburb,1964,224192.66881582132
2019,4,2,Urban,1998,133337.58052538004
2871,2,3,Urban,2018,308404.90399690263
1626,2,3,Suburb,1961,115228.77598079469
2307,3,3,Urban,2004,223525.04793016828
1001,3,2,Rural,1982,123406.0008862022
2623,2,1,Suburb,2013,266144.1523252419
1258,2,2,Urban,1991,149992.94020031847
1715,2,1,Suburb,2015,157683.6674475692
1310,2,2,Rural,1986,66750.87350357449
2086,2,1,Rural,2007,177225.0105645699
2358,2,1,Urban,2007,236481.45247169337
1355,2,3,Suburb,1973,184305.8482964491
2620,4,2,Suburb,1961,308458.98059814534
2695,2,1,Urban,1961,225143.42646806716
2537,5,1,Urban,1987,302258.5987830306
2228,3,2,Suburb,2017,267572.30723581574
2588,5,2,Urban,1993,298766.1453679805
2576,3,3,Urban,1977,323345.08610176464
1942,5,1,Rural,1971,184277.4634626817
1132,2,3,Rural,2015,231992.08601480664
2012,3,1,Suburb,2013,189205.33385267272
1549,3,3,Urban,1956,146381.6376172573
2744,2,2,Urban,1970,200057.0146945977
1494,4,1,Rural,1950,224188.1345945701
1677,3,3,Suburb,2010,140163.8403049228
1695,2,1,Rural,2017,99734.199119
1057,4,2,Urban,1952,107251.3527178455
2590,3,2,Suburb,1963,256297.61486516453
2792,5,1,Rural,2018,380228.428837052
2022,2,1,Urban,1951,260200.87231329907
2383,2,3,Rural,1955,247354.7255302592
2586,5,1,Suburb,1977,314347.94599492813
2076,5,1,Urban,1982,201009.69988211617
2370,3,3,Urban,1995,224634.9386891716
2924,4,3,Suburb,1979,361266.9325964312
1567,2,1,Rural,2016,253446.35753587208
2360,4,3,Rural,2002,187707.3570673858
1766,2,1,Urban,1984,148246.42649923556
